https://www.paulpangstory.com/blog/2011	《開元故事法》 (《兩岸三地閱讀推廣》2011) - 文章
https://www.paulpangstory.com/blog/2011-01	《親子故事之道與開元故事法》 (《中國家庭教育》2011-01) - 文章
https://www.paulpangstory.com/blog/2014-05-29-2015-2015-11	《當天使飛過松山》 (《澳門日報》《生活--伴我成長》兒童文學版 2014-05-29) (《澳門作家文集20...
https://www.paulpangstory.com/blog/2014-06-26-2015-07	《東望洋山上的小英雄》 (《澳門日報》《生活--伴我成長》兒童文學版 2014-06-26) (《小城小世界─...
https://www.paulpangstory.com/blog/2014-07-24	《東望洋山上的大英雄》 (《澳門日報》《生活--伴我成長》兒童文學版 2014-07-24) - 兒童文學
https://www.paulpangstory.com/blog/2014-08-21	《黃飛鴻肉搏黑霸王》 (《澳門日報》《生活--伴我成長》兒童文學版 2014-08-21) - 兒童文學
https://www.paulpangstory.com/blog/2014-09	詩歌：《獨個兒在二龍喉公園》 (《小城大世界──澳門兒童文學精選》 2014-09) - 詩歌
https://www.paulpangstory.com/blog/2014-09-01a628a8-f917-4d92-b46d-ca47af60e244	故事：《龜兔競賽》 (《小城大世界──澳門兒童文學精選》 2014-09) - 兒童文學
https://www.paulpangstory.com/blog/2014-09-18-2015-07	《狐狸先生的抉擇》 (《澳門日報》《生活--伴我成長》兒童文學版 2014-09-18) (《小城小世界──澳...
https://www.paulpangstory.com/blog/2014-09-a9a732e1-78a7-49e1-b836-97482af8f23a	散文：《母校》 (《小城大世界──澳門兒童文學精選》 2014-09) - 散文
https://www.paulpangstory.com/blog/2014-10-16	《 旅遊塔上的天才》 (《澳門日報》《生活--伴我成長》兒童文學版 2014-10-16) - 兒童文學
https://www.paulpangstory.com/blog/2014-11-13	《 南灣湖畔的精靈》 (《澳門日報》《生活--伴我成長》兒童文學版 2014-11-13) - 兒童文學
https://www.paulpangstory.com/blog/2015-01-08	《創造奇蹟的小孩》 (《澳門日報》《生活--伴我成長》兒童文學版 2015-01-08) - 兒童文學
https://www.paulpangstory.com/blog/2015-04-2016-2016-11	《董狐筆》 (《童一枝筆》 2015-04) (《澳門作家文集2016》 2016-11) - 兒童文學
https://www.paulpangstory.com/blog/2015-08	《親子故事取材與開元故事法》 (《百份百家長》專輯之三《閱讀有方》2015-08)   - 文章
https://www.paulpangstory.com/blog/2015-08-20	《古龍教我怎樣照顧小孩》 (《 澳門日報》-《開元成長專欄》 2015-08-20) - 專欄
https://www.paulpangstory.com/blog/2015-09-08	《您有沒有聽清楚校長說的話？》 (《自己報》2015-09-08) - 文章
https://www.paulpangstory.com/blog/2015-09-17	《家長和孩子要互相讚賞》 (《 澳門日報》-《開元成長專欄》2015-09-17) - 專欄
https://www.paulpangstory.com/blog/2015-09-2016-2016-11	《狐狸小姐在澳門》 (《童一枝筆》 2015-09) (《澳門作家文集2016》 2016-11) - 兒童文...
https://www.paulpangstory.com/blog/2015-10-15-2015-2016-08	《真是萬物皆有情嗎？》 (《 澳門日報》-《開元成長專欄》2015-10-15) (《2015年度澳門文學作品...
